Score,Review_title,Review_content,Date_of_travel,Bonus
50,"Booked 4 flights in Aus and NZ, and all were great","No hassles at check-in. Polite people who gladly put our large and heavy bags onto the flights. We were doing 4 flights in total and each was similar. The food was superior to JET STAR (also on the itinerary). So, in short, I'd pick Qantas for intra-Oceania flights every time.

And, believe it or not, all 4 landings were smooth as silk.", May 2022,Legroom: 40 Seat comfort: 40 In-flight Entertainment: 40 Customer service: 50 Value for money: 40 Cleanliness: 50 Check-in and boarding: 50 Food and Beverage: 50
10,if i could give 0 stars I would,"Flight was cancelled in 2020 due to Covid. It is now June 2022 and I still don't have a refund.
They wanted me to use travelpass however they broke the total amount across two travel passes so I can't use both on one booking unless the total of the new booking is less then combined travel pass.
Well flight prices have gone way up at qantas. to the point where it's actually cheaper for me to book with Air Canada and not use my travelpass at all.
Anyhow I will continue to keep trying to get a refund from a company that will not answer their phones and will not provide any other way of obtaining a refund other thand call a number every 4 weeks and waiting on hold for 10-14 hours only to be told ""you will get an email"". and never do.
Clean up your act Qantas of just fold it in, stop pretending you are still in business!", June 2022,Legroom: 20 Seat comfort: 20 In-flight Entertainment: 30 Customer service: 10 Value for money: 10 Cleanliness: 30 Check-in and boarding: 30 Food and Beverage: 30
10,Terrible customer service,"So when thing go bad, there is no help. No response except blame the connecting airline. Late flight into lax, no help trying to make connection. Changed flight, but not told, so runing over to gate was useless, as seat was given away. Not given hotel voucher for night stuck in Las Angeles.
Late luggage, no payment for $35 for essentials and damaged baggage, no response for a week to say not our fault, contact your first airline, but now it is too late.", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Do not ful with Qantas,"My baggage was delay on my flight on may 22. Its been 12 days of the most streefull experiencie in my life.

I completed the form of delayed baggage at the Airport they told me they will Call me and they did not call. I have been losing 4 hours per day trying to contact them and also money because i have no clothes and no medicine.At May 24 they told me my baggage was in Brisbane and they will deliver it on the 25 of may,the bagagge did not arrive. Then i went to the Airport because they told me my bagagge was there and yes they did not find it. They make me lose my time and money. I moved to Airlie Beach and they should Call me if they find the baggage and sent it here and they didnt. I have to call again and yes my bagagge arrived to prospine Airport on the 29 of May, its been 4 days and they can not sent the baggage to the hostel because they are a mess.

They also told me i can have a Refund for the clothes i have to buy but there is no answer. Its been the most horrible time for me , the worst first days in Australia because of Qantas Poor customer service.

Now i am waiting for them to deliver it today, if not i will have to pay extra 40 AUD to go to the AirPort and i have been spending more tan 400 AUD to dress and have medicine here. Do you think thats fair ? I experienced the worst service in my life with Qantas", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Worst Experience ever i only put one star because it wouldn't let me leave it blank,"I am a very frequent international traveller and was flying from the Gold Coast via Sydney to Bangkok. First the local flight was so late i missed the Bangkok connection. I could only get a flight the next day so now they can't find my luggage. After 2 hours waiting i went to my hotel, now after 8 hours and 2 hours on the phone they can't dp anything, their so called customer services said he can't get anyone on the phone sporry. I asked to speak to a supervisor he wouldn't let me do that. So now I a don't know where my baggage is and I fly in the morning. What a load of rubbish Qantas is. NEVER AGAIN no stars is too many for this load of garbage", June 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
20,Consistent 8 hour delays this week¡­..,"What is happening to Qantas post COVID? Jakarta flights this week from Sydney have been delayed up to 8 hours. Arriving wee hours in the morning. Don¡¯t schedule flights if you do not have new enough aircraft, or service worthy aircraft to service customers ¡­.", June 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
40,Very good but not outstanding,"I had a pretty good experience with Qantas. Entertainment options were extensive, including tv-shows and movies. Staff were generally pleasant and the aircraft was clean. The food was good but could have been more generous considering the flight was 15 hours. Leg-room was also quite limited in economy class, considering the length of the flight.", May 2022,Legroom: 20 Seat comfort: 40 In-flight Entertainment: 50 Customer service: 50 Value for money: 40 Cleanliness: 50 Check-in and boarding: 40 Food and Beverage: 30
10,Lost baggage Unrecovered,"Had 5 passengers flying from Mildura
to Brisbane. Upon arrival in BNE, four out of 5 bags had been misplaced. Excessive time looking for baggage resulted in a financial loss ( non refundable event reservation)

To the returning flight, BNE to MLQ Upon arrival all 5 bags were lost and never recovered.

I emailed a complaint to qantas and never got a reply. Disgusting treatment. Will never fly with them again", May 2022,Legroom: 30 Seat comfort: 30 In-flight Entertainment: 30 Customer service: 30 Value for money: 40 Cleanliness: 40 Check-in and boarding: 30 Food and Beverage: null
30,The Start Of A Very Long Flight To The UK,"22/03/22 & the beginning of a very long flight to the UK via Melbourne from Cairns onto to Dubai & continue onto Birmingham UK.

Arrived at Cairns domestic at 11am on Tuesday 22/03/22, checked in for the direct domestic flight to Melbourne was straight forward & informed my luggage would go all the way through to the UK with my other two connecting flights with Emirates.

Qantas flight no: QF-703 - seat 18F, gate 19. Departure flight from Cairns slightly late at approximately 13:45pm & arrival into Melbourne at 17:50pm. A comfortable flight direct to Melbourne & wearing a Mask the entire flight.

On Friday 29/04/22 returned to Cairns from Sydney after a very long flight from UK via Dubai with Emirates.

QANTAS flight no: QF-0922/NZ-7922 from gate 11, seat no:39K. the departure flight was almost 90 mins delayed & eventually departed at 10:55am from Sydney & arrived in Cairns at approximately 13:15pm.
Before leaving Sydney we went from Gate 9 to 10 & finally gate 11 & no explanation why the flight was delayed by almost 90 minutes.

Just like to mention not once did any check-in staff ask for any ID or proof of Covid-19 vaccinations.", March 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Slip in Service Standards,"QANTAS used to represent the best of Australian aviation service. What does QANTAS stand for today? Quick And Nasty Typical Australian Service. Having been a frequent flyer member for 25 years, the appalling experience today has not only ssaddened me, but impelled me to write this review.

Ok it's difficult times we are all facing, but the service standards of qantas are now unrecognisable as the brand I've supported all these years.

It went like this, tickets booked, Adl Syd Return, informed a week before travel of return flight reschedule.

Original ticketing; depart Syd for return flight 12:40, new flight time depart 10:40. No explanation just stiff luck. Weekend away now cut short.

Day of departure 3 hour delay arrive into Syd hotel at 17:30. Further eating into our break.

Day of return informed at 8:30 am, as we are checking out of hotel (much earlier than we wanted to) 10:40 flight now cancelled. No explanation, no rescheduled time provided.

Do we stay in hotel and enjoy breakfast or go to airport? We decide go to airport to sort out return flight, just in case return flight is early.

Bedlam at Syd airport as many other flights are also cancelled.

On ground qantas reps, rude abrupt and unhelpful. Queue for 'service rep', informed new flight time is 12:10. Thirty min before our original ticketing! Ridiculous.

Make way to Qantas Club (annual fee of $500), staff are rude, snappy and abrupt. This is from entrance to coffee to floor staff, staff talk amongst themselves and ignore guests.

Food below standard, club filthy with dirty plates, glasses coffee cups strewn all over every table.

Can't charge phone as no USB ports in lounge. 3 hour wait in lounge with staff that couldn't care less about customer experience. This is in Australia's biggest city! It's 2022 and after all the talk of being excited to welcome customers back this is acceptable 'standards'.

Board flight, cabin crew surly, no smiles, no attempt to make it a pleasant experience in full knowledge of the delay customers have experienced.

Overhead luggage bins slammed shut, we take off. 'Lunch' is a pathetic sandwich shoved in our face by one of the aforementioned surly crew, with arm stretched out. No explanation, no pleasantries. Collection of 'rubbish' is perfunctory and just as bad as the 'service' delivery.

Summation: what was once a great reliable Qantas experience is now the sub standards of a low cost airline whilst paying premium prices. The customer is now, it seems to me, an inconvenience and the last priority of both ground crew and on board staff. To say its a disappointment is an understatement. Lift your game QANTAS or lose your customer base. People want and deserve reliable and pleasant service, and at a premium price we bloody deserve it.", May 2022,Legroom: 20 Seat comfort: 20 In-flight Entertainment: 30 Customer service: 10 Value for money: 20 Cleanliness: 20 Check-in and boarding: 20 Food and Beverage: 10
10,Don¡¯t fly with Qantas,Had to cancel flights because of flu. Called 131313 and got flight canceled (after on hold for 1 hour and 3 minutes) with the promise that credits will be provided within 24 hours. We didn¡¯t receive anything for 26 hours and then called again. After waiting for 1 hour and 15 minutes we finally got served by someone. We explained our situation who asked us to hold while he was checking. We were on hold for 30 minutes and our call was cut off. 1 hour and 40 minutes wasted. On a call again with 131313 and in queue for 33 minutes to get help!, May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Absolutely appalling service,"I bought a ticket with Qantas because I'm Australian and I used to believe in the Australian airline - I'm even a frequent flyer since more than a decade. NEVER AGAIN. Despite all its ""fully flexible"" and ""no booking fees"" promises, it is an absolute nightmare to rebook. In April I tried to use my ""credit voucher"" to book another flight, it took 3 calls each waiting 1-2 hours before even being answered by a human. I am still waiting for my refund for the price difference almost 2 months later - I called Qantas today and was told ""it wasn't put through"". I have cancelled my flight as I have zero faith in Qantas, and I'm told the refund will take 8 weeks. Don't give these guys your money - you won't see it back.", April 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,DO NOT BUY DUTY FREE ALCOHOL BEFORE BOARDING TO AUSTRALIA IN THAILAND,"I bought a bottle of duty-free whisky on a connecting flight worth $300 AUD. I transited through Bangkok and the security lady grabbed my whiskey and confiscated it. Of course, I tried to reason with her and she replied saying no liquid over 100ml is allowed. It is a duty-free liquor sealed in a plastic bag, How is it reasonable that duty-free bought from Bangkok airport are allowed on the flight but confiscated if they are purchased from another airline. 300 dollars down the drain or some office in Thailand is enjoying it. Be warned and don't bring any duty-free liquor if originating from Thailand.", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Unacceptable customer service,"I still have some outstanding customer service matters to be dealt with by Qantas and I am still shocked by the poor service levels. You just can't keep blaming COVID...

I have lodged a compliant about my flight and asked to be provided with the amenity kit that was not loaded, as well as giving them feedback on the broken tap in business class toilet and the running out of food (we don't often travel business so were really disappointed not to get the full service). No reply.

I am also chasing hotel points from December last year - the hotel keep telling me they have sent the ""file"" to Qantas who won't process it. Their useless customer service people didn't read my emails properly. I've now sent them the tax invoice and the booking information. No points and no reply (aside from a reference number).

I hope all customers get good service - but I am gold frequent flyer (lifetime silver) so you would hope for better responses than this. I wonder how long poor Bronze people are waiting for a reply...

Not good enough at all - I would expect by now that they could put on more staff to deal with this backlog of queries. They still charge top dollar and charge companies money to issue points.", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
20,Airport and flying time delays,"My wife and I have been flying with Qantas for many years. On the flight from Perth to Sydney, she sent back the hot breakfast as it was atrocious. On the return flight from Sydney to Perth, there was a change of aircraft with no email advising us of the change. We lost our preferred seats and were also seated separately on the plane- 45 min on hold on the phone to sort that out. Then a long delay at the airport and a delay in the flying time. Total time airport to airport was in excess of seven hours. Sadly, Qantas cannot keep blaming COVID for the cut backs. It was a world leader but that is debatable now.", May 2022,Legroom: 20 Seat comfort: 30 In-flight Entertainment: 30 Customer service: 40 Value for money: 20 Cleanliness: 30 Check-in and boarding: 30 Food and Beverage: 10
10,Flight cancelled by Qantas,"Qantas cancelled flight to Melbourne when covid lockdown instigated by Vic health may 2021. Issued flight credit.
When you try to use it you are directed to a phone contact and told you cannot use credit for online booking.
Try to call number only to wait hours with no one answering customer service number.
Now according to email with credit for flight period to use has expired.
So they keep my money I get nothing and we the taxpayer gave money to this company to prop it up during early period of covid when they were forced to stop services.

This company has no code of ethics or feels a moral obligation to provide a service paid for. They currently hold 1.4 billion Australian dollars worth of flight credits.
Don't think they won't try to keep it by doing us out of those credits!

If I could rate them zero I would", June 2021,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
30,Not a bad flight at all,This 2 hour 30 minute flight up the west coast was by QantasLink on one of their A320 aircraft. Not a bad flight with good legroom in economy and friendly cabin staff. Boarding was quick and efficient and we got away on time. Would travel with Qantas again on this route., April 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,6 hours on hold and triple charged 20k,"Mr Joyce asks are we ""battle ready"" for travel? You have one job Mr Joyce, provide a premium level product that gets folks from A --> B safely with as little fuss as possible.

On recent purchase of international flights after 3 years of lock down, your on line booking system triple charged me for the same booking, my only recourse to rectify this over-reach by your IT system was to call the customer help center, I did, it took 5 hours and 30 minutes to get a customer service consultant.

5 hours and 30 minutes, it takes less time to fly from Sydney to Perth! and you have the audacity to say the public needs to be ""battle ready"" for queues and wait times... imagine your plane had 5 hours and 30 minutes less fuel than it required for its flight? Disaster!

It gets worse, after the 5 and 1/2 hr wait not only was the call center (based in South Africa) unable to release my credit card funds from my initial booking, it mad a supplementary charge, that not only failed to issue a ticket it further locked up more of my credit card funds for some pending booking.

Eventually to rectify the situation I drove to Sydney Airport to deal direct with the sales counter, guess what? Mr Joyce closed all of those too. So the nice check counter manager gave me the secret number they use for the call center in Hobart! This time, after only an hour and a half wait, (still quicker to fly to Melbourne), The Hobart booking center (who were really nice btw) were able to finally book and issue me with tickets. I still had to wait a further 14 days for all the overcharges to be refunded! (or more specifically released)

Here is the kicker, Qantas blamed the bank, said it was their fault, but after an ABC News story and follow up on my part, turns out Qantas has over 150 of these double charges per week, that it happens to Commonwealth, St George and Westpac customers, that its not the banks fault and its been happening since November 2021.

Lets hope my analogy does not prove true and that Qantas' commitment to Air safety is better than the systemic failures its booking department exhibits.

In the interests of full disclosure, my issue with Qantas remains unresolved. I have written to their Customer Support expressing my concerns, including but not limited to 'unfair bargaining advantage', poor service, misappropriation and false and misleading statements in the procurement of goods and services. I have heard nothing back.

Luckily Trip Advisor has weathered the pandemic and remains at all travelers disposal as a great forum to openly discuss the shortcomings of poor service and monopolistic arrogance", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Do not pick to travel with Qantas,"I would gave given this review 0 stars if possible. First of all, cancelled my flights, not a problem, things happen, giving me an option for a refund or alternative flight. However, the fact that upon requesting for a refund, i found out that they put me on a flight, without my permission, 3 days away from original flight, is ridiculous, alongside changing my return flights without informing me? Not only this, but when I tried ringing for support, took over an hour to get through to someone. sort your sh** out qantas, you are a joke of an airline company.", May 2022,Legroom: 20 Seat comfort: 10 In-flight Entertainment: 10 Customer service: 10 Value for money: 10 Cleanliness: 10 Check-in and boarding: 10 Food and Beverage: 10
10,STAY AWAY FROM THIS CORRUPT COMPANY!!!,"was was charged more than 4000 aud in error during a recent simple flight booking!
STAY away from these corrupt time wasters
Call waits 3 hrs , EMAILS UNANSWERED, lines dropped, and simply been lied to FORGET THEM", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
30,Premium Economy seats now have less legroom. Cutting costs?,"We have travelled Premium Economy flights with Qantas several times over the years as my husband is a tall man and requires extra legroom.

This time was the most uncomfortable and painful journey for him.because of the now reduced legroom. He had to sit with his legs to one side for about 23 hours which has caused considerable discomfort ever since. Both flights to and from London were the same.

We had already endured the debacle with Qantas having to offload some passengers' bags in Darwin due to weight problems caused by runway damage there. The possibility that we may not receive our bags in London was only notified to us in a text message on the way to the airport! This despite the fact that Qantas had known about the problems for 3 days. Fortunately after waiting ages our luggage arrived which was a relief as we were heading on to Iceland..", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Last minute trip to sydney,"My Complaint is about a flight and a refund.
I had to travel to Sydney and this was a last minute booking.
I booked and flew on 7th May 2022 wellington to Auckland, Auckland to Sydney reference 53TzDX (this has not been added to my frequent flyer points), I was unable to log onto your web site to choose a seat or request meal option, on arrival to Auckland airport another traveller I got talking to shared her bad experience with your airline and wished me luck, the seat I was allocated wasn't bad for economy but over priced at $856.37 AU , the boxed cold slop that was plonked down in front of me reminded me of school dinners, not nice at all, a row in front and to my right the couple spent the flight getting intoxicated with cabin staff suppling drinks constantly also consuming duty free ,they were disruptive to other passengers and at one stage rather abusive to the two young lady's behind them also the intoxicated female wet her self and continually went past to the bathroom.
I had booked to fly home with Qantas Reference 546KYY this was causing anxiety as I had not had a great experience with my first flight with you, I was able to cancel this flight for a refund only to now follow up to see that the refund will take up to 8 weeks NOT GOOD QANTAS, I was able rebook with Air New Zealand premium economy for much less and 5 star service,
I am in the hospitality and tourism industry and found this whole experience well below average, We travel quite regular and would not recommend Qantas.
Maybe there needs to be some positive changes to your service.
I do understand this complaint will be another to add to the look at later pile and get swept under the carpet.
Regards
Tracey", May 2022,Legroom: 40 Seat comfort: 40 In-flight Entertainment: 30 Customer service: 10 Value for money: 10 Cleanliness: 40 Check-in and boarding: 40 Food and Beverage: 10
10,"DO NOT BOOK OR FLY WITH QANTAS - HORRENDOUS SERVICE, TERRIBLE PHONE SERVICE, FLIGHT CANCELLATIONS WITHOUT NOTICE","Qantas has gone from being a great airline to being horrendous. Where to start - my flights to London have been changed/cancelled THREE times - the most recent change being 24 HOURS later than the booked flight. No alternate options provided, no decline option. As part of the booking included a pre-pandemic flight credit, the only way to make changes is via phone. Phone wait times are 1 - 3+ hours, even as a Silver member. I even had to call (2.5hr wait) to choose seats - somehow the Qantas site malfunctions - only to receive an email weeks later to state the flight had been cancelled and I was placed on another flight 24 hour later; 'click to accept'. The audacity to include a note in the email 'we have very long phone wait times, do not call us unless your flight is within 7 days'. No bot to assist. No call-back options. I am hardly going to wait 7 days before a huge international trip to confirm/rebook flights??! AND when I did call (1.5hr) and got put on hold, I was hung up on - suddenly the call terminated. I waited 2 hours - no call back from the customer service agent. These flights cost 4K, and I will pursue a full refund and fly with another airline. Qantas you are bottom of the barrel. Never. Again.", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
20,Disappointed,"Qantas you have slipped dramatically. Been flying for years and each time not as good as last time. Uniforms are getting jaded. Food is at best ok. Service well, depends on the flight. Generally the flight crew are rushed off their feet and look not at peak performance. The planes are smudgee, the entertainment menu slack. Has Qantas pushed in another row of seats? Feels like it. Check in staff in Sydney effectively not great, accept the lady who served me in Sydney. I asked about quick service to catch connecting flight, all I got was""back of the queue and that includes the Shuttle bus service. Grumpy old men! Sorry Qantas you need a kick right where my foot fits. Smarten up as you are more and more looking like a budget airline.", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Unethical Qantas Behaviour,"Life time gold member, 30 year platinum member. Booiked frequent flyer seats to Europe 9 months ago with QF, they recently cancelled the Australia/Europe sector stating flights had been cancelled. Flights have not been cancelled, can still book full paying fares, appears someone at Qantas is acting unethically here. Have been chasing QF for 3 weeks (6-8 times thus far), unable to gte a single response, phone wait times 4-6 hours. Actually this looks like a Qantas scam, cancelled our booking, told us the flights had been canc elled, we can still see that booking are available. Qantas integrity a major concern.", May 2022,Legroom: 10 Seat comfort: 10 In-flight Entertainment: 10 Customer service: 10 Value for money: 10 Cleanliness: 10 Check-in and boarding: 10 Food and Beverage: 10
50,Qantas is back!,"I had never flown on Qantas before, but over the previous few weeks, all I was hearing was how horrible they had become in recent months. I had a flyer mile international flight already booked, and the thought of a 16-hour flight with an airline from hell was scaring the bejesus out of me. No lie, for days, I attempted to find a flight on another airline, to no avail. So with the deadline approaching, I resolved to bite the bullet and suffer.

I am in amazement! It was not only a fabulous flight but one of the best that I have ever had! The jet was clean and pristine and one of the most modern that I had experienced. It had swivelling-back-headrest entertainment screens, an alternate rest specifically for ipads and the like, power outlets, and plenty of USB ports, and the headphones had praiseworthy sound quality. Fabulous food, comfy footrests and headrests that adjusted height and flexed to hold my heavy head (the first time the gadget has worked).

But most of all, it was the CREW! From the start, the cabin crew was outstanding. Generous, friendly, and top-notch. Probably the best team that I've ever flown with. From the moment I stepped on, they were accommodating¡ªhelping me get a different seat, providing me with extra treats, always being there for water and grabbing garbage. Amusing and approachable¡ªthey loved their work. I hope you will somehow have the fortune of flying with Jess, Pedro or Poal; if you get one of them on your flight, you are good. If you get all of them, you're golden.

Fortunately, my flight was barely full, and each person had enough free seats next to them to lie down entirely. That reminds me, I have to mention the bedding. For once, I can call it bedding. The pillows were genuine soft pillows, and the blanket was exquisitely pretty and absolutely cozy.

Before disembarking, I had to be straight up with my new mates and warn them of their trip advisor nasty rap. ""Ugh!"" they replied, ""We know! Qantas had a shaky start coming back post-pandemic, but we're back now."" I then confessed that I searched hell and high water for an alternate flight and was now happy to have been unsuccessful. They threw up their hands in unison with mock disappointment. ""How could you betray Qantas so!"" they jokingly gasped. I assured them that it was a big mistake and that I'd write a great review to make it up to them. So here is that review, and I'm hoping that all your loyal flyers get back on board.

THANK YOU, QANTAS!", May 2022,Legroom: 40 Seat comfort: 50 In-flight Entertainment: 50 Customer service: 50 Value for money: 50 Cleanliness: 50 Check-in and boarding: 50 Food and Beverage: null
40,Good to fly nonstop from Canberra to Hobart,This flight does not operate everyday but it is great to not have to change on the mainland. The Qantas Business lounge in Canberra was a good place to start the journey with bacon and eggs. The 717 was not full and I had an exit row seat and a free seat next to me. On this flight the entertainment was working and they served hot tea. The snack was a tiny pack of biscuits... so overall and ok flight but for $275 I would expect a breakfast tray. The flight arrived on time and the bag came off fast as it was priority tagged., May 2022,Legroom: 50 Seat comfort: 50 In-flight Entertainment: 40 Customer service: 40 Value for money: 10 Cleanliness: 40 Check-in and boarding: 50 Food and Beverage: 10
10,It is humiliating to say the least when it comes to trying to solve any problems with bookings,"Despite my numerous messages and phone calls, I have not been able to contact anyone from Qantas Airways regarding my booking. I just managed again to speak to someone on the phone after a very lengthy wait, to be disconnected without any warning. Your team is asking for all callers to be polite, and I am one of them - I however feel humiliated by how am being treated by this organisation. I will do everything in my power now to share my experience with greater public. To say that I am disappointed is huge understatement.
We had our bookings changed and cancelled without any warning and notice and are bound to fly to Europe in under 3 weeks time - we are travelling with children", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Ordinary to say the least,"Qantas VH UTF

Lift your game our National Carrier
Allan hop on and do some random quality and cleanliness checks of your product. You will be disappointed I guarantee it.

We flew 17-5-2022
I was served last with no choice of meal and was told egg and leak pie was my only option. Problem is I¡¯m allergic to egg.
I asked for a sandwich sorry none left was the reply and she didn¡¯t really seem to care at all.
Offered me cheese and biscuits
or a Macadamia slice but I¡¯m allergic to nuts. So nothing to eat on a 3 hour flight at lunchtime.
After lunch served to others they packed the Trolley away and disappeared zero service after 1 hour of flying.
Economy was served before us as our hostess seemed very busy packing a trolley for 4 Business Class passengers.
When we got on and sat down I asked to move seats due to mine being broken and laying back in race position (that I had told them about a week ago on the first flight) seat 4E. No was the answer must keep seat position.
Must be too busy painting them to look pretty and the new livery and not looking after the inside where customers sit.
Filthy chairs with drink down the side from over a week old seat 3A take a look for yourself it will still be there.
Over an hour to get served or even a water on the first flight QF1987 11th May sitting in seats 4E & 4F
45 mins for service on return flight QF1988 17th May same seats both flights on same plane.
Have flown Business internationally with Qantas and more than happy with the service and quality but last time we flew with them domestically was 4 years ago and had similar issues. Nothing has changed.
Will return to Virgin Business much happier staff and far superior service and cleanliness of planes.
#qantas
#pisspoorservice
#notwhatyoupayfor
#dirtyandbrokenplane
#liftyourgameqantas
#efforttogetserved", May 2022,Legroom: 40 Seat comfort: 10 In-flight Entertainment: 10 Customer service: 10 Value for money: 10 Cleanliness: 10 Check-in and boarding: 40 Food and Beverage: 10
30,"Late, no hot drinks and odd moving of passenger","This was the second leg of my flights from Hobart to Canberra. The flight board showed on time and the app was showing on time so I went to the gate as there was not much connecting time. The plane was being towed to the gate and it was obvious that it was not going to go on time. However, nothing was updated - so much for Qantas saying rely on the app!

In the end we left 20 minutes late. There was no real reason aside from some vague comment about cleaning - surely the plane should have been cleaned before it was towed to the gate?

The catering was very average - yet another muffin and no hot drinks offered - just water. At last the entertainment streaming was working on the sector.

On my previous flight I had sat at the exit with no-one next to me, but on this flight, the attendant insisted on moving someone next to me - she said it was just for takeoff and landing? I've never seen that before and I often sit in exit rows on this plane. On an emptyish plane during a pandemic, why make people sit next to each other when they don't have to and don't want to?", May 2022,Legroom: 50 Seat comfort: 50 In-flight Entertainment: 40 Customer service: 20 Value for money: 30 Cleanliness: 40 Check-in and boarding: 20 Food and Beverage: 30
30,No tea or entertainment,"I took the 6am early morning flight from Hobart to connect to Canberra. The flight left early and landed early which was great as I only had a short connecting time. I was disappointed that there was no entertainment streaming onboard and the ""catering"" was a tiny muffin and a bottle of water. What happened to serving tea and coffee? They used to do it and I don't think Melbourne has moved closer to Hobart - there is plenty of time to do a proper service. Qantas market that you get catering and entertainment onboard - and they charge more. So if they don't provide it, I might as well fly Jetstar at a cheaper price.

I had an exit row with non-one next to me, so the flight was comfy from a space perspective.", May 2022,Legroom: 50 Seat comfort: 50 In-flight Entertainment: 10 Customer service: 30 Value for money: 30 Cleanliness: 40 Check-in and boarding: 50 Food and Beverage: 20
10,Warning: beware of booking Qantas international,"Last year encouraged by Qantas's reassurance ""we're back!"" I booked a return flight to the US to visit our daughter this July 2022.

A few months ago 1 of 2 legs home on JAL was cancelled and I had to find another way home which I did. But in the last few hours both our Cathay legs to the US have been canceled. The first one I was notified. The 2nd one - nothing. f I hadn't happened to check my account I wouldn't have known.

The QANTAS FF call centre pre-COVID was fantastic - this time the agent was clearly unwell blowing her nose and sneezing, sighing and saying, ""Oh no! Oh no!!"" every time her searches for an alternative flight were unsuccessful. If it wasn't so distressing it might have been funny. One day I will laugh.

Finally asked to be transferred to a 2nd agent to help me use vouchers to see if I could purchase commercial flights instead. She asked me to give her the numbers for the vouchers which I didn't have in front of me. Qantas has these vouchers on record but shifts the burden onto you to tell them - if you can't work it out yourself they won't help. She hung up on me.", May 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Check-in Experience,"Today I had the misfortune to experience one of the rudest check assistants I have ever experienced in my many years of flying around the world. This individual seemed to have completely forgotten that they are supplying a customer service not doing is a favour by allowing us to travel.

I have been a regular traveller on Qantas airlines over the years, however this level of rudeness and lack of customer acknowledgment is a first. Hopefully not a sign of things to come for Qantas.",null,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Lack of enthusiasm and communication,What a terrible experience. I remember why I don't fly Qantas anymore. From the start the lack of enthusiasm from the start was not welcoming at all. Virgin and Jetstar have far more professionalism than Qantas. My luggage was misplaced from a connecting flight in Sydney. It wasn't the issue of my bag being misplaced but the lack of communication from Qantas to update me on the location and the arrival. I spent 32 minutes on hold on the phone only for it to hang up. It is so hard to navigate on the Qantas website to find out the location and when I did I still have had no response. The brand has been so detached from reality I think its time they put someone less corporate and more employee centric to be at the top of the brand. A shame this is happening to an iconic brand., May 2022,Legroom: 30 Seat comfort: 30 In-flight Entertainment: 30 Customer service: 10 Value for money: 10 Cleanliness: 20 Check-in and boarding: 10 Food and Beverage: 20
